"EcoR_ID" "EcoR_Name" "NAME_ENGL" "disp_plot" "Coef_b" "Coef_q"
"266" 423 "Thrace" "North Macedonia" "10 km" -0.440921795101228 0.340501165160474
"267" 423 "Thrace" "Greece" "0.001 km" -0.251767905606854 0.304027034843701
"268" 423 "Thrace" "Greece" "0.1 km" -0.420020623846877 0.331423563107768
"269" 423 "Thrace" "Greece" "0.5 km" -0.510655575272969 0.337290117157044
"270" 423 "Thrace" "Greece" "1 km" -0.326955163152995 0.332030629408965
"271" 423 "Thrace" "Greece" "2 km" -0.380433412503099 0.336670487138401
"272" 423 "Thrace" "Greece" "5 km" -0.411508996122585 0.339283055317925
"273" 423 "Thrace" "Greece" "10 km" -0.440921795101228 0.340501165160474
"274" 415 "Gulf_of_Venice_Drainages" "Italy" "0.001 km" -0.442646132737752 0.315797624733788
"275" 415 "Gulf_of_Venice_Drainages" "Italy" "0.1 km" -0.510835639657756 0.331838796211215
"276" 415 "Gulf_of_Venice_Drainages" "Italy" "0.5 km" -0.457276348792202 0.330945322880152
"277" 415 "Gulf_of_Venice_Drainages" "Italy" "1 km" -0.52568953962524 0.336877654137412
"278" 415 "Gulf_of_Venice_Drainages" "Italy" "2 km" -0.511138550357292 0.33766564851306
"279" 415 "Gulf_of_Venice_Drainages" "Italy" "5 km" -0.564309380496068 0.341710957989785
"280" 415 "Gulf_of_Venice_Drainages" "Italy" "10 km" -0.580746187255042 0.342389942105971
"281" 415 "Gulf_of_Venice_Drainages" "Switzerland" "0.001 km" -0.442646132737752 0.315797624733788
"282" 415 "Gulf_of_Venice_Drainages" "Switzerland" "0.1 km" -0.510835639657756 0.331838796211215
"283" 415 "Gulf_of_Venice_Drainages" "Switzerland" "0.5 km" -0.457276348792202 0.330945322880152
"284" 415 "Gulf_of_Venice_Drainages" "Switzerland" "1 km" -0.52568953962524 0.336877654137412
"285" 415 "Gulf_of_Venice_Drainages" "Switzerland" "2 km" -0.511138550357292 0.33766564851306
"286" 415 "Gulf_of_Venice_Drainages" "Switzerland" "5 km" -0.564309380496068 0.341710957989785
"287" 415 "Gulf_of_Venice_Drainages" "Switzerland" "10 km" -0.580746187255042 0.342389942105971
"288" 415 "Gulf_of_Venice_Drainages" "Austria" "0.001 km" -0.442646132737752 0.315797624733788
"289" 415 "Gulf_of_Venice_Drainages" "Austria" "0.1 km" -0.510835639657756 0.331838796211215
"290" 415 "Gulf_of_Venice_Drainages" "Austria" "0.5 km" -0.457276348792202 0.330945322880152
"291" 415 "Gulf_of_Venice_Drainages" "Austria" "1 km" -0.52568953962524 0.336877654137412
"292" 415 "Gulf_of_Venice_Drainages" "Austria" "2 km" -0.511138550357292 0.33766564851306
"293" 415 "Gulf_of_Venice_Drainages" "Austria" "5 km" -0.564309380496068 0.341710957989785
"294" 415 "Gulf_of_Venice_Drainages" "Austria" "10 km" -0.580746187255042 0.342389942105971
"295" 415 "Gulf_of_Venice_Drainages" "Slovenia" "0.001 km" -0.442646132737752 0.315797624733788
"296" 415 "Gulf_of_Venice_Drainages" "Slovenia" "0.1 km" -0.510835639657756 0.331838796211215
